FoodID,FoodGroups,FoodName,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat,GulaTotal,Kalsium,Besi,Magnesium,Fosfor,Kalium,Natrium,Seng,Tembaga,Mangan,Selenium,VitaminC,Tiamina,Riboflavin,Niasin,Pantotenat,VitaminB6,FolatTotal,Kolina,VitaminB12,VitaminA-IU,VitaminA-RAE,Retinol,AlphaKaroten,BetaKaroten,BetaKriptosantin,Likopen,ZeaksantinLutein,VitaminE,VitaminD,VitaminD-IU,VitaminK,LemakJenuh,LemakTunggal,LemakGanda,Kolesterol,Source
5968,Makanan Ringan,Makanan Ringan keripik kentang rasa asamkrimdanbawang,"1,80","531,00","8,10","33,90","4,70","51,50","5,20",,"72,00","1,60","74,00","176,00","1.331,00","549,00","0,98","0,30","0,41","8,10","37,30","0,19","0,20","4,03","0,83","0,67","62,00",,"1,00","170,00","14,00","6,00",,"90,00",,,,,,,,"8,89","6,12","17,42","7,00",USDA
5969,Makanan Ringan,Makanan Ringan keripik kentang rasa barbekyu,"2,48","487,00","6,51","31,06","4,03","55,92","3,80","5,47","32,00","1,36","58,00","145,00","1.186,00","545,00","0,98","0,25","0,39","0,40","62,40","0,22","0,12","4,96","0,85","0,38","64,00","12,00",,"393,00","20,00",,"5,00","203,00","60,00","130,00","151,00","4,42",,,"16,10","4,00","13,22","12,21",,USDA
5970,Makanan Ringan,Makanan Ringan keripik kentang rasa keju,"1,80","496,00","8,50","27,20","4,80","57,70","5,20",,"72,00","1,84","75,00","299,00","1.528,00","458,00","0,91","0,25","0,45",,"54,10","0,16","0,16","5,00","0,79","0,35",,,,"33,00","10,00","10,00",,,,,,,,,,"8,60","7,72","9,56","4,00",USDA
5971,Makanan Ringan,Makanan Ringan keripik kentang terbuat dari kentang kering (preformed) multigrain,"2,27","505,00","5,30","24,74","2,36","65,34","2,70","4,08","26,00","0,85","40,00","127,00","330,00","544,00","0,91","0,14","0,76","8,40","0,70","0,13","0,09","2,56","0,60","0,25","16,00","33,00",,,,,,,,,,"9,08",,,"7,30","6,31","4,29","10,61",,USDA
5972,Makanan Ringan,Makanan Ringan keripik kentang terbuat dari kentang kering bebas lemak dibuat dengan olestra,"2,63","253,00","5,06","0,93","2,84","56,00","7,30","0,59","20,00","1,14","48,00","132,00","931,00","429,00","0,78","0,17","0,39","2,90","108,80","0,18","0,02","3,40","0,96","0,53","67,00","39,00",,,,,,,,,,,,,"328,60","0,36","0,30","0,19",,USDA
5973,Makanan Ringan,Makanan Ringan keripik kentang terbuat dari kentang kering krim asam dan rasa bawang,"2,00","547,00","6,60","37,00","3,10","51,30","1,20",,"64,00","1,40","55,00","169,00","496,00","541,00","0,71","0,06","0,41",,"9,50","0,18","0,10","2,50","0,83","0,48","23,00",,,"755,00","323,00",,,,,,,,,,,"9,47","7,12","18,78","3,00",USDA
5974,Makanan Ringan,Makanan Ringan keripik kentang terbuat dari kentang kering mengurangi lemak,"2,22","502,00","4,56","26,14","2,31","64,76","3,20","0,63","29,00","1,11","45,00","129,00","760,00","450,00","0,70","0,15","0,36","2,90","12,00","0,21","0,02","3,60","0,83","0,41","27,00",,,,,,,,,,,"2,18",,,"7,20","6,76","4,55","12,20",,USDA
5975,Makanan Ringan,Makanan Ringan keripik kentang terbuat dari kentang kering polos,"2,37","545,00","4,62","35,28","2,34","55,38","2,90","0,76","17,00","0,80","40,00","110,00","637,00","400,00","0,58","0,14","0,26","0,40","1,20","0,21","0,07","2,65","0,60","0,49","19,00","33,00",,,,,,,,,,"13,72",,,"7,20","8,64","6,14","15,50",,USDA
5976,Makanan Ringan,Makanan Ringan keripik kentang terbuat dari kentang kering rasa keju,"1,90","551,00","7,00","37,00","3,50","50,60","3,40",,"110,00","1,60","53,00","163,00","381,00","600,00","0,64","0,06","0,06","8,10","8,50","0,18","0,12","2,60","0,34","0,52","18,00",,,"3,00","1,00","1,00",,,,,,,,,,"9,57","7,14","18,66","4,00",USDA
5977,Makanan Ringan,Makanan Ringan keripik nasi merah,"5,80","384,00","8,20","2,80","1,70","81,50","4,20","0,60","11,00","1,49","131,00","360,00","290,00","326,00","3,00","0,45","3,73","24,60",,"0,06","0,17","7,81","1,00","0,15","21,00","24,00",,"2,00",,,,"1,00",,,"22,00","6,54",,,"6,50","0,64","1,03","0,98",,USDA
5978,Makanan Ringan,Makanan Ringan keripik pisang,"4,30","519,00","2,30","33,60","1,40","58,40","7,70","35,34","18,00","1,25","76,00","56,00","536,00","6,00","0,75","0,21","1,56","1,50","6,30","0,09","0,02","0,71","0,62","0,26","14,00","21,00",,"83,00","4,00",,"32,00","34,00",,,"46,00","0,24",,,"1,30","28,97","1,95","0,63",,USDA
5979,Makanan Ringan,Makanan Ringan keripik pisang asin,"2,09","531,00","2,28","29,59","2,19","63,84","3,50","0,92","9,00","0,97","71,00","78,00","786,00","202,00","0,37","0,20","0,28","0,40","32,10","0,07","0,04","0,80","1,10","0,46","35,00",,,"1.386,00","69,00",,"441,00","611,00",,"36,00","16,00","5,04",,,"28,60","8,34","5,63","11,74",,USDA
5980,Makanan Ringan,Makanan Ringan keripik pita asin,"2,00","457,00","11,79","15,20","2,75","68,26","3,80","4,76","17,00","4,59","37,00","124,00","129,00","854,00","0,96","0,14","0,66","33,10",,"0,56","0,31","7,04","0,50","0,11","135,00","9,00",,,,,,,,,"15,00","6,93",,,"1,20","1,34","10,84","2,13",,USDA
5981,Makanan Ringan,Makanan Ringan Keripik Sayuran Grup Hel Celestial Terra Chips,"4,54","517,00","4,13","29,81","3,56","57,97","10,90","9,75","79,00","1,64","86,00","198,00","1.266,00","246,00","1,15","0,43","1,21","3,20","12,10","0,23","0,13","1,77","1,72","0,53","87,00","28,00",,"1.932,00","97,00",,"1,00","1.138,00","41,00",,,"8,16",,,"44,50","1,89","15,41","6,93",,USDA
5982,Makanan Ringan,Makanan Ringan keripik sayuran terbuat dari sayuran kebun,"6,31","473,00","5,32","23,30","4,64","60,43","4,70","4,04","52,00","1,55","53,00","130,00","838,00","357,00","0,50","0,23","0,28","1,00","4,90","0,13","0,06","2,77","0,47","0,55","16,00","32,00",,"170,00","9,00",,,"102,00",,"7.248,00",,"4,84",,,"17,50","1,76","14,57","6,60",,USDA
5983,Makanan Ringan,Makanan Ringan keripik talas,"2,00","498,00","2,30","24,90","2,70","68,10","7,20","3,82","60,00","1,20","84,00","131,00","755,00","342,00","0,38","0,28","0,00","1,80","5,00","0,17","0,03","0,52","0,67","0,44","20,00","44,00",,"142,00","7,00",,,"66,00","37,00",,,"11,34",,,"18,00","6,43","4,43","12,88",,USDA
5984,Makanan Ringan,Makanan Ringan keripik tortilla jagung tawar putih,"2,09","503,00","7,79","23,36","1,44","65,32","5,30","1,00","174,00","2,32","146,00","200,00","215,00","15,00","2,46","0,52",,"6,70",,"0,02","0,10","1,26","1,19","0,21","10,00","18,00","0,36","82,00","4,00",,"24,00","37,00",,,"507,00","3,53",,,"0,70","2,46","9,52","9,96",,USDA
5985,Makanan Ringan,Makanan Ringan keripik tortilla keju nacho,"1,66","519,00","7,36","27,42","2,75","60,81","5,10","2,59","137,00","1,16","75,00","252,00","223,00","691,00","1,38","0,10","0,33","7,40","0,40","0,15","0,14","1,29","0,36","0,22","13,00","23,00",,"112,00","6,00",,"8,00","35,00","55,00","33,00","769,00","6,24",,,"1,30","3,88","9,09","12,26",,USDA
5986,Makanan Ringan,Makanan Ringan keripik tortilla polos jagung putih asin,"2,64","472,00","7,10","20,68","1,79","67,78","5,40","0,78","106,00","1,52","84,00","225,00","182,00","328,00","1,38","0,10","0,39","4,40",,"0,14","0,07","0,84","0,30","0,18","12,00","19,00","0,36","4,00",,,,"2,00","2,00",,"5,00","3,53",,,"20,90","2,81","5,66","10,77",,USDA
5987,Makanan Ringan,Makanan Ringan keripik tortilla rasa nacho dibuat dengan tepung masa yang diperkaya,"1,70","498,00","7,80","25,60","2,60","62,40","5,30",,"147,00","3,70","82,00","244,00","216,00","708,00","1,20","0,18","0,41","13,00","1,80","0,40","0,35","4,00","0,29","0,29","130,00",,"0,05","371,00","24,00","6,00",,,,,,,,,,"4,90","15,09","3,54","3,00",USDA
5988,Makanan Ringan,Makanan Ringan keripik tortilla rasa nacho lemak berkurang,"1,30","445,00","8,70","15,20","3,20","71,60","4,80",,"159,00","1,63","97,00","318,00","272,00","1.003,00",,"0,14","0,44",,"0,20","0,22","0,27","0,42",,"0,23","26,00",,,"380,00","24,00","6,00",,,,,,,,,,"2,91","8,95","2,10","3,00",USDA
5989,Makanan Ringan,Makanan Ringan keripik tortilla rasa peternakan,"3,14","501,00","7,19","24,63","2,30","62,74","4,00","3,03","134,00","1,38","87,00","252,00","259,00","519,00","1,43","0,10","0,37","7,30",,"0,05","0,06","1,30","0,60","0,20",,"18,00",,,,,,,,,,,,,"1,40","3,54","7,05","13,53",,USDA
5990,Makanan Ringan,Makanan Ringan keripik tortilla rasa taco,"1,60","480,00","7,90","24,20","3,10","63,10","5,30",,"155,00","2,02","88,00","239,00","217,00","787,00","1,27","0,19","0,44","6,70","0,90","0,24","0,20","2,00","0,29","0,30","21,00",,,"905,00","45,00",,,,,,,,,,,"4,64","14,29","3,36",,USDA
5991,Makanan Ringan,Makanan Ringan keripik tortilla rendah lemak dibuat dengan olestra keju nacho,"1,66","318,00","8,44","3,53","3,06","65,22","6,40","2,82","128,00","4,80","99,00","245,00","396,00","705,00","3,40","0,14","0,57","9,40","5,50","0,21","0,13","1,30","0,21","0,24","16,00","20,00","0,27","179,00","9,00",,,"107,00",,"45,00","507,00","3,53",,,"191,90","1,05","1,38","1,21","2,00",USDA
5992,Makanan Ringan,Makanan Ringan keripik tortilla rendah lemak tawar,"1,70","416,00","11,00","5,70","1,00","80,10","5,30","0,85","159,00","1,60","97,00","318,00","272,00","15,00","1,15","0,11",,"15,70","0,20","0,22","0,28","0,42",,"0,18","16,00","23,00",,"82,00","4,00",,"24,00","37,00",,,"507,00","3,53",,,"20,90","0,85","1,66","2,87",,USDA
5993,Makanan Ringan,Makanan Ringan keripik tortilla ringan (dipanggang dengan sedikit minyak),"1,30","465,00","8,70","15,20","1,85","73,40","5,70","0,53","159,00","1,63","97,00","318,00","272,00","564,00","1,15","0,12",,"15,70","0,20","0,22","0,28","0,42",,"0,18","16,00","23,00","0,06","81,00","4,00",,"24,00","37,00",,,"507,00","3,53",,,"0,70","2,84","6,34","5,02",,USDA
5994,Makanan Ringan,Makanan Ringan keripik yucca (singkong) asin,"2,80","515,00","1,34","25,91","2,70","69,23","3,70","3,36","52,00","0,72","46,00","99,00","868,00","296,00","0,85","0,12","0,28","4,90",,"0,05","0,03","1,20","0,89","0,13",,,,,,,,,,,,"2,78",,,"5,30","8,69","7,44","6,91",,USDA
5995,Makanan Ringan,Makanan Ringan kerupuk nasi beras merah biasa saja,"5,80","387,00","8,20","2,80","1,70","81,50","4,20","0,89","11,00","1,49","131,00","360,00","290,00","326,00","3,00","0,45","3,73","24,60",,"0,06","0,17","7,81","1,00","0,15","21,00","32,00",,,,,,,,,,"0,62",,,"1,90","0,57","1,03","0,99",,USDA
5996,Makanan Ringan,Makanan Ringan Kraft Cornnuts polos,"1,30","446,00","8,50","15,64","2,70","71,86","6,90","0,61","9,00","1,67","113,00","275,00","278,00","564,00","1,78","0,12","0,46","14,80",,"0,04","0,13","1,69","0,37","0,23",,"21,00",,,,,,,,,,"1,98",,,"9,30","2,43","9,46","3,05",,USDA
5997,Makanan Ringan,Makanan Ringan kue beras beras merah biji wijen,"5,90","392,00","7,60","3,80","1,20","81,50","5,40",,"12,00","1,58","136,00","375,00","290,00","227,00","3,00","0,39","4,30","24,10","3,00","0,05","0,09","7,21","1,46","0,16","18,00",,,,,,,,,,,,,,,"0,54","1,10","1,15",,USDA
5998,Makanan Ringan,Makanan Ringan kue beras beras merah biji wijen tawar,"5,90","392,00","7,60","3,80","1,20","81,50",,,"12,00","1,58","136,00","375,00","290,00","4,00","3,00","0,39","4,30","24,10","3,00","0,05","0,09","7,21","1,46","0,16","18,00",,,,,,,,,,,,,,,"0,54","1,10","1,15",,USDA
5999,Makanan Ringan,Makanan Ringan kue beras beras merah gandum hitam,"6,80","386,00","8,10","3,80","1,50","79,90","4,00",,"21,00","1,80","144,00","380,00","311,00","110,00","3,00","0,39","2,98",,,"0,09","0,09","7,04","1,11","0,15","5,00",,,"3,00",,,,,,,,,,,,"0,58","1,31","1,55",,USDA
6000,Makanan Ringan,Makanan Ringan kue beras beras merah multigrain,"6,30","387,00","8,50","3,50","1,60","80,10","3,00",,"21,00","1,96","137,00","370,00","294,00","252,00","2,53","0,43","5,22",,,"0,07","0,18","6,60","1,00","0,14","20,00",,,,,,,,,,,,,,,"0,56","1,16","1,44",,USDA
6001,Makanan Ringan,Makanan Ringan kue beras beras merah multigrain tanpa garam,"6,30","387,00","8,50","3,50","1,60","80,10",,,"21,00","1,96","137,00","370,00","294,00","4,00","2,53","0,43","5,22","20,00",,"0,07","0,18","6,60","1,00","0,14","20,00",,,,,,,,,,,,,,,"0,56","1,16","1,44",,USDA
6002,Makanan Ringan,Makanan Ringan kue beras beras merah polos tawar,"5,80","387,00","8,20","2,80","1,70","81,50","4,20","0,88","11,00","1,49","131,00","360,00","290,00","26,00","3,00","0,45","3,73","24,60",,"0,06","0,17","7,81","1,00","0,15","21,00","32,00",,,,,,,,,,"1,24",,,"1,90","0,57","1,03","0,99",,USDA
6003,Makanan Ringan,Makanan Ringan kue beras beras merah soba,"5,90","380,00","9,00","3,50","1,60","80,10","3,80",,"11,00","1,14","151,00","380,00","299,00","116,00","2,50","0,38","6,18","16,40",,"0,06","0,10","8,10","1,16","0,13","21,00",,,,,,,,,,,,,,,"0,64","1,11","1,11",,USDA
6004,Makanan Ringan,Makanan Ringan kue beras beras merah soba tawar,"5,90","380,00","9,00","3,50","1,60","80,10",,,"11,00","1,14","151,00","380,00","299,00","4,00","2,50","0,38","6,18","16,40",,"0,06","0,10","8,10","1,16","0,13","21,00",,,,,,,,,,,,,,,"0,64","1,11","1,11",,USDA
6005,Makanan Ringan,Makanan Ringan kue jagung,"4,60","387,00","8,10","2,40","1,50","83,40","1,90","23,47","19,00","1,40","114,00","157,00","157,00","488,00","2,00","0,42","1,82","9,90",,"0,25","0,05","5,15","0,83","0,14","19,00",,,"242,00","70,00","69,00",,"5,00","4,00",,,,,,,"0,42","0,76","0,93",,USDA
6006,Makanan Ringan,Makanan Ringan kue jagung natrium sangat rendah,"4,60","387,00","8,10","2,40","1,50","83,40",,,"19,00","1,40","114,00","157,00","157,00","28,00","2,00","0,42","1,82","9,90",,"0,25","0,05","5,15","0,83","0,14","19,00",,,"242,00","12,00",,,,,,,,,,,"0,42","0,76","0,93",,USDA
6007,Makanan Ringan,Makanan Ringan kulit babi polos,"1,80","544,00","61,30","31,30","5,40",,,,"30,00","0,88","11,00","85,00","127,00","1.818,00","0,56","0,09","0,07","41,00","0,50","0,10","0,28","1,55","0,43","0,02",,"165,00","0,64","40,00","12,00","12,00",,,,,,"0,53",,,,"11,37","14,78","3,64","95,00",USDA
6008,Makanan Ringan,Makanan Ringan kulit babi rasa barbekyu,"2,10","538,00","57,90","31,80","7,00","1,60",,,"43,00","1,04",,"220,00","180,00","2.667,00","0,71","0,35","0,07",,"1,50","0,08","0,43","3,36","0,43","0,16","31,00",,"0,13","667,00","65,00","38,00",,"324,00",,,,,,,,"11,56","15,03","3,45","115,00",USDA
6009,Makanan Ringan,Makanan Ringan kulit buah potongan dengan vitamin C,"10,20","373,00","0,10","3,50","1,00","85,20","3,50",,"18,00","0,75","14,00","24,00","164,00","317,00","0,19","0,17",,"3,20","120,00","0,04","0,10","0,10",,"0,30","14,00",,,"116,00",,,,,,,,,,,,"0,99","1,72","0,09",,USDA
6010,Makanan Ringan,Makanan Ringan M&M Mars Combos Makanan Ringan Keju Predd Cheddar,"1,67","463,00","9,85","16,92","5,01","66,50","3,60","17,60","197,00","0,92","22,00","143,00","130,00","1.117,00","0,73","0,12","0,45","5,70",,"0,30","0,56","3,18","0,48","0,05","8,00","21,00","0,12","213,00","56,00","55,00",,"18,00",,,"5,00","0,67","0,10","5,00","3,30","9,66","3,81","1,35","5,00",USDA
6011,Makanan Ringan,Makanan Ringan M&M Mars Kudos Whole Grain Bar Chip Coklat,"4,90","420,00","4,47","13,02","5,30","72,31","2,60","38,78","1.084,00","1,40","70,00","207,00","279,00","246,00","1,41","0,31","1,07",,"0,10","0,17","0,20","1,54","0,47","0,12","13,00",,"0,14","57,00","15,00","14,00",,"6,00",,,,"10,79",,,,"4,70","4,71","2,75",,USDA
6012,Makanan Ringan,Makanan Ringan M&M Mars Kudos Whole Grain Bar M & M's Milk Chocolate,"8,00","415,00","3,78","11,95","3,00","73,01","2,40","37,81","943,00","0,85",,,,"341,00",,,,,"0,20",,,,,,,,,"51,00",,,,,,,,,,,,"6,80",,,"4,00",USDA
6013,Makanan Ringan,Makanan Ringan M&M Mars Kudos Whole Grain Bars Selai Kacang,"7,00","463,00","5,88","20,78","1,43","64,69","2,60","44,29","871,00","0,89",,,,"268,00",,,,,"0,30",,,,,,,,,"71,00",,,,,,,,,,,,"10,41",,,,USDA
6014,Makanan Ringan,Makanan Ringan Mills Umum Campuran Chex Rasa Tradisional,"2,98","428,00","8,83","10,00","2,51","75,69","5,80","7,35","50,00","4,40","51,00","170,00","209,00","696,00","1,67","0,17","1,16","7,00","0,10","0,36","0,32","5,04","0,42","0,19","119,00","7,00","0,13","3,00",,,,"2,00",,,"90,00","0,98",,,"14,70","1,60","4,46","3,75","4,00",USDA
6015,Makanan Ringan,Makanan Ringan nasi batangan renyah almond,"6,70","458,00","7,00","20,40","1,40","64,60","3,60",,"74,00","6,35","71,00","167,00","229,00","234,00","5,29","0,25","1,60",,"11,50","1,32","1,50","17,64","0,56","1,76",,,,"2.645,00",,,,,,,,,,,,"3,77","7,50","7,73",,USDA
6016,Makanan Ringan,Makanan Ringan nasi batangan keripik coklat,"7,00","404,00","5,10","13,50","1,30","73,00","2,20",,"21,00","6,30","48,00","134,00","168,00","278,00","0,86","0,31","1,00","9,70",,"0,53","0,60","7,05",,"0,71","140,00",,,"1.764,00",,,,,,,,,,,,"5,24","3,99","3,65",,USDA
6017,Makanan Ringan,Makanan Ringan permen gulung yogurt buah dibumbui dengan vitamin C tinggi,"17,59","359,00","0,46","6,53","0,77","74,64","3,30","39,15","430,00","0,56","9,00","18,00","100,00","8,00","0,19","0,11","0,08","1,20","260,80","0,02","0,03","0,10","0,04","0,03","2,00","8,00",,,,,,,,,"62,00","0,41",,,"2,60","5,10","0,75","0,24",,USDA
6018,Makanan Ringan,Makanan Ringan permen yogurt yang ditutupi dengan vitamin C,"3,73","415,00",,"7,50","1,87","86,90","0,20","65,00","500,00","0,19","23,00","190,00","338,00","75,00","0,86","0,02","0,02","6,00","180,00","0,08","0,34","0,17","0,62","0,07","10,00","58,00","0,76","3,00","1,00","1,00",,,,,"2,00","0,60",,,"13,50","1,39","0,98","3,89","3,00",USDA
6019,Makanan Ringan,Makanan Ringan popcorn beracar,"3,32","387,00","12,94","4,54","1,42","77,78","14,50","0,87","7,00","3,19","144,00","358,00","329,00","8,00","3,08","0,26","1,11",,,"0,10","0,08","2,31","0,51","0,16","31,00","21,00",,"196,00","10,00",,"58,00","89,00",,,"1.450,00","0,29",,,"1,20","0,64","0,95","2,32",,USDA
6020,Makanan Ringan,Makanan Ringan popcorn dilapisi karamel dengan kacang,"3,30","400,00","6,40","7,80","1,80","80,70","3,80","45,36","66,00","3,91","80,00","127,00","355,00","177,00","1,24","0,30","0,76","3,90",,"0,05","0,13","1,99","0,23","0,19","16,00","17,00",,"78,00","4,00",,"23,00","35,00",,,"580,00","0,85",,,"3,90","1,04","2,73","3,27",,USDA
6021,Makanan Ringan,Makanan Ringan popcorn dilapisi karamel tanpa kacang,"2,80","431,00","3,80","12,80","1,50","79,10","5,20","53,19","43,00","1,74","35,00","83,00","109,00","206,00","0,58","0,12","0,22","3,60",,"0,07","0,07","2,20","0,08","0,03","5,00","24,00","0,01","8,00","2,00","2,00",,"1,00",,,,"1,20",,,"12,50","3,61","2,88","4,48",,USDA
6022,Makanan Ringan,Makanan Ringan popcorn kue,"5,00","384,00","9,70","3,10","2,00","80,10","2,90","0,72","9,00","1,87","159,00","277,00","327,00","288,00","3,99","0,57","0,99","9,90",,"0,08","0,18","6,01","0,43","0,18","18,00","22,00",,"72,00","4,00",,"21,00","33,00",,,"537,00","0,29",,,"1,10","0,48","0,92","1,35",,USDA
6023,Makanan Ringan,Makanan Ringan popcorn microwave 94% bebas lemak,"4,22","402,00","10,72","6,10","2,91","76,04","13,60","0,65","14,00","2,87","124,00","304,00","284,00","571,00","2,80","0,26","1,09","6,90",,"0,07","0,15","2,10",,"0,21","18,00","13,00",,"264,00","13,00",,"7,00","75,00","160,00",,"1.259,00","0,41",,,"1,10","1,18","2,77","2,22",,USDA
6024,Makanan Ringan,Makanan Ringan popcorn microwave rasa biasa (mentega) dibuat dengan minyak terhidrogenasi sebagian,"0,34","557,00","7,50","34,02","2,98","55,16","10,00","0,55","20,00","1,85","94,00","251,00","240,00","764,00","2,16","0,19","0,77","4,10","0,10","0,03","0,05","1,43","0,18","0,28","15,00","14,00",,"223,00","22,00","13,00","5,00","58,00","93,00",,"1.112,00","2,62",,,"3,50","7,22","21,14","2,39",,USDA
6025,Makanan Ringan,Makanan Ringan popcorn microwave rendah lemak,"2,80","424,00","12,60","9,50","3,10","72,00","14,20","0,92","11,00","2,28","151,00","264,00","241,00","540,00","3,83","0,55",,"8,60",,"0,35","0,11","2,07",,"0,17","17,00","17,00",,"238,00","12,00",,"70,00","108,00",,,"1.762,00","0,50",,,"1,50","1,42","4,09","3,57",,USDA
6026,Makanan Ringan,Makanan Ringan popcorn minyak microwave rasa biasa tanpa lemak trans,"1,20","583,00","7,29","43,55","2,90","45,06","8,10","0,46","4,00","1,98","79,00","199,00","182,00","679,00","3,10","0,16","0,63","2,20","0,30","0,13","0,06","1,20","0,23","0,11","25,00","13,00",,"154,00","8,00",,"46,00","70,00",,,"829,00","2,43",,,"4,10","6,82","9,81","23,19",,USDA
6027,Makanan Ringan,Makanan Ringan popcorn olahan rumah minyak muncul tawar,"2,80","500,00","9,00","28,10","2,00","58,10","10,00","0,54","10,00","2,78","108,00","250,00","225,00","3,00","2,64","0,22",,"7,30","0,30","0,13","0,14","1,55",,"0,21","17,00","16,00",,"155,00","8,00",,"46,00","70,00",,,"1.087,00","2,43",,,"4,30","5,05","8,29","13,52",,USDA
6028,Makanan Ringan,Makanan Ringan popcorn popcorn minyak popcorn putih garam ditambahkan,"2,80","500,00","9,00","28,10","2,90","57,20","10,00",,"10,00","2,78","108,00","250,00","225,00","884,00","2,64","0,22","0,88","7,30","0,30","0,13","0,14","1,55","0,31","0,21","17,00",,,"11,00","1,00",,,,,,,,,,,"4,89","8,17","13,42",,USDA
6029,Makanan Ringan,Makanan Ringan popcorn rasa keju,"2,50","526,00","9,30","33,20","3,40","51,60","9,90","0,79","113,00","2,24","91,00","361,00","261,00","889,00","2,01","0,14","0,71","12,00","0,50","0,12","0,24","1,45","0,46","0,24","11,00","15,00","0,53","140,00","8,00","1,00","40,00","62,00",,,"1.002,00","3,82",,,"8,20","6,41","9,70","15,37","11,00",USDA
6030,Makanan Ringan,Makanan Ringan popcorn tanpa garam,"4,10","382,00","12,00","4,20","1,80","77,90","15,10",,"10,00","2,66","131,00","300,00","301,00","4,00","3,44","0,42","0,94","9,90",,"0,20","0,28","1,94","0,42","0,25","23,00",,,"27,00","1,00",,,,,,,,,,,"0,57","1,10","1,90",,USDA
6031,Makanan Ringan,Makanan Ringan Pretzel bebas gluten yang terbuat dari tepung jagung dan tepung kentang,"6,91","389,00","3,52","6,67","4,28","78,62","3,30","4,22",,"0,46","7,00","21,00","69,00","1.567,00","0,09","0,05","0,07","2,20","0,30","0,02","0,00","0,23","0,03","0,05","2,00","3,00",,,,,,,,,,"1,07",,,"0,50","3,31","2,41","0,63",,USDA
